status:,published,msitae-april-2018,y01231,nhs_england_north_(yorkshire_and_humber),dr_local_care_direct_ooh,0,0.1,2365,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.10,msitae-april-2019,c82010,nhs_england_midlands_(central_midlands),oakham_medical_practice,286,msitae-april-2020,ref,nhs_england_south_west,royal_cornwall_hospitals_nhs_trust,2495,4340,126,20,8,1218,20.1,955,msitae-april-2021,ndj,nhs_england_south_east,first_community_health_and_care_cic,1113,0.11,0.12,0.13,0.14,0.15,0.16,msitae-april-2022,nnj13,nhs_england_midlands,melton_mowbray,24,124,msitae-april-2023,rxg,nhs_england_north_east_and_yorkshire,south_west_yorkshire_partnership_nhs_foundation_trust,136,msitae-april-2024,rj8,cornwall_partnership_nhs_foundation_trust,11,42,msitae-august-2018,ry8,nhs_england_midlands_and_east_(north_midlands),derbyshire_community_health_services_nhs_foundation_trust,6042,msitae-august-2019,y02615,nhs_england_midlands_(west_midlands),south_birmingham_gp_walk_in_centre,5864,msitae-august-2020,c82009,market_harborough_med.ctr,285,msitae-august-2021,c83023,sleaford_medical_group,453,5,msitae-august-2022,rw1,southern_health_nhs_foundation_trust,2177,55,4,164,msitae-august-2023,rat,nhs_england_london,north_east_london_nhs_foundation_trust,1959,59,msitae-august-2024,nqt5h,paulton_memorial_hospital,1035,msitae-december-2018,nr3,nottingham_citycare_partnership,4713,31,msitae-december-2019,y02147,urgent_care_centre_(qms),9674,382,msitae-december-2020,832,msitae-december-2021,nnj0h,llr_ea_-_the_merlyn_vaz_health_&_social_care_centre,128,1679,1,msitae-december-2022,l83087,okehampton_medical_centre,msitae-december-2023,rdy,dorset_healthcare_university_nhs_foundation_trust,msitae-december-2024,aah,tetbury_hospital_trust_ltd,547,msitae-february-2019,rv9,humber_teaching_nhs_foundation_trust,499,msitae-february-2020,nhs_england_north_east_and_yorkshire_(yorkshire_and_humber),449,msitae-february-2021,rpc,queen_victoria_hospital_nhs_foundation_trust,497,17,408,msitae-february-2022,rff,barnsley_hospital_nhs_foundation_trust,7384,417,2418,254,2218,463,msitae-february-2023,nqt10,assura_reading_llp,0.17,msitae-february-2024,2810,52,msitae-january-2019,nhs_england_midlands_and_east_(west_midlands),6230,msitae-january-2020,rtq,nhs_england_south_west_(south_west_north),gloucestershire_health_and_care_nhs_foundation_trust,5675,15,msitae-january-2021,394,9,390,msitae-january-2022,529,2,msitae-january-2023,msitae-january-2024,ryy,kent_community_health_nhs_foundation_trust,10055,43,msitae-january-2025,913,msitae-july-2018,ntv0w,"nhs_england_south_east_(kent,_surrey_and_sussex)",woking_walk_in_centre,3844,msitae-july-2019,y02961,summerfield_gp_surg_&_urgent_care_centre,3416,msitae-july-2020,y00751,east_berks_primary_care_ooh(wam),msitae-july-2022,6462,msitae-july-2023,nqte4,summerfield_urgent_care_centre,3995,msitae-july-2024,3274,msitae-june-2018,nlx24,yate_west_gate_centre,1847,msitae-june-2019,5818,msitae-june-2020,msitae-june-2021,255,msitae-june-2022,6869,msitae-june-2023,51,msitae-june-2024,2968,38,130,msitae-march-2019,nhs_england_midlands_and_east_(central_midlands),216,msitae-march-2020,631,282,msitae-march-2021,191,msitae-march-2022,7702,msitae-march-2023,8052,551,531,msitae-march-2024,rwy,calderdale_and_huddersfield_nhs_foundation_trust,15474,3637,1187,3184,272,msitae-may-2018,1678,msitae-may-2019,y02533,nhs_england_north_west_(cheshire_and_merseyside),parkfield_(h)_minor_emergency,msitae-may-2020,8j094,badger_ltd,msitae-may-2021,c82038,latham_house_medical_practice,274,msitae-may-2022,1633,msitae-may-2023,15166,4357,921,3,2969,918,msitae-may-2024,ach01,whitstable_medical_practice,4668,msitae-november-2018,ryf,nhs_england_south_west_(south_west_south),south_western_ambulance_service_nhs_foundation_trust,1418,msitae-november-2019,6132,18,msitae-november-2020,nqt5f,nhs_england_north_west,skelmersdale_walk_in_centre,881,73,msitae-november-2021,63,msitae-november-2022,21,msitae-november-2023,3218,msitae-november-2024,ntv0b,ashford_walk-in-centre,2243,msitae-october-2018,2751,msitae-october-2019,3311,msitae-october-2020,308,msitae-october-2021,ret,the_walton_centre_nhs_foundation_trust,156,msitae-october-2022,rbq,liverpool_heart_and_chest_hospital_nhs_foundation_trust,100,msitae-october-2023,2012,msitae-october-2024,1044,6,msitae-september-2018,314,msitae-september-2019,757,msitae-september-2020,y02532,miriam_minor_emergency,1271,msitae-september-2021,1453,msitae-september-2022,795,60,msitae-september-2023,920,14,msitae-september-2024,k6k0r,harold_wood_polyclinic_utc,2638
,,MSitAE-April-2018,NLO09,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),MELTON MOWBRAY URGENT CARE CENTRE,0.0,0.0,568.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MSitAE-April-2018,Y01069,NHS ENGLAND NORTH (YORKSHIRE AND HUMBER),DR LOCAL CARE DIRECT OOH,0.0,0.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MSitAE-April-2018,RYY,"NHS ENGLAND SOUTH EAST (KENT, SURREY AND SUSSEX)",KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0.0,0.0,6434.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MSitAE-April-2018,M85813,NHS ENGLAND MIDLANDS AND EAST (WEST MIDLANDS),BIRMINGHAM WIC,0.0,0.0,3326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MSitAE-April-2018,NLO10,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),OADBY & WIGSTON URGENT CARE CENTRE,0.0,0.0,2164.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MSitAE-April-2018,NEH06,NHS ENGLAND MIDLANDS AND EAST (CENTRAL MIDLANDS),HAVERSTOCK HEALTHCARE (CHESHUNT COMMUNITY HOSPITAL),0.0,0.0,1730.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MSitAE-April-2018,Y02696,NHS ENGLAND LONDON,EDMONTON GP WALK IN CENTRE,0.0,0.0,1150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MSitAE-April-2018,RFR,NHS ENGLAND NORTH (YORKSHIRE AND HUMBER),THE ROTHERHAM NHS FOUNDATION TRUST,8194.0,0.0,0.0,1350.0,0.0,0.0,90.0,1.0,1472.0,0.0,0.0,402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MSitAE-April-2018,RLN,NHS ENGLAND NORTH (CUMBRIA AND NORTH EAST),CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,8135.0,2275.0,2996.0,1531.0,7.0,12.0,174.0,0.0,2892.0,34.0,0.0,693.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
